title,artist,bpm,energy,danceability,acousticness,instrumentalness,mood,vocals,instrumentation,genre
El Vago,Carajo,164,0.979,0.422,4.96e-05,0.000746,balanced,pop vocals,guitar,heavy-metal
Toca em Mim de Novo - Ao Vivo,Isadora Pompeo,142,0.489,0.569,0.139,0.0,dark,pop vocals,bass,gospel
Christmas Calling (Jolly Jones),Norah Jones,144,0.543,0.43,0.463,0.000523,balanced,pop vocals,bass,jazz
Last Dance - Reeva & Black Dub Mix,Avicii;Reeva & Black,128,0.844,0.645,0.0118,0.873,balanced,instrumental,guitar,edm
我在暗中儲首期,my little airport,116,0.489,0.584,0.572,0.00141,bright,pop vocals,acoustic,cantopop
Kahaani,When Chai Met Toast,95,0.358,0.596,0.9,0.0503,balanced,soft vocals,acoustic,folk
If You Had My Love,TWOPILOTS;De Hofnar,114,0.875,0.77,0.375,0.0,energetic,pop vocals,electronic,french
Ho Ho Hopefully,The Maine,120,0.456,0.6,0.627,0.0,dark,pop vocals,acoustic,punk-rock
Protocol,Skeng;Tommy Lee Sparta,100,0.582,0.665,0.1,0.0,balanced,rap vocals,bass,j-dance
Bach : The Well-Tempered Clavier Book I. Fugue No.2,Johann Sebastian Bach;RIMA,170,0.0413,0.372,0.995,0.845,calm,instrumental,piano,classical
What Christmas Means To Me,Stevie Wonder,82,0.614,0.524,0.202,0.0,bright,pop vocals,bass,soul
Lämna mig inte i det här skicket,Håkan Hellström,120,0.732,0.587,0.000561,0.000904,balanced,pop vocals,bass,goth
katharsis,TK from Ling tosite sigure,144,0.828,0.555,0.0397,0.0,balanced,pop vocals,guitar,anime
Center X,Alphaxone,206,0.236,0.0566,0.169,0.988,dark,instrumental,bass,iranian
Real Youth,Vybz Kartel,96,0.674,0.766,0.46,0.0,balanced,pop vocals,electronic,dancehall
Rave Into Space,Sub Zero Project,150,0.896,0.36,0.0185,0.000895,intense,pop vocals,guitar,hardstyle
The Boo Boo Song,CoComelon,130,0.14,0.783,0.815,0.0,calm,soft vocals,acoustic,children
Locked Out of Heaven - Sultan and Ned Shepard Remix,Bruno Mars;Sultan;Shepard,128,0.844,0.588,0.00481,0.0473,intense,pop vocals,guitar,dance
My Gabber,Scooter;Jebroer,155,0.85,0.559,0.00637,0.0,intense,pop vocals,guitar,happy
On My Way,Alan Walker;Sabrina Carpenter;Farruko,170,0.689,0.509,0.0209,0.0,intense,pop vocals,bass,electro
"Brandenburg Concerto No. 3 in G, BWV 1048: 1. (Allegro)",Johann Sebastian Bach;Berliner Philharmoniker;Herbert von Karajan,84,0.296,0.513,0.99,0.803,bright,instrumental,piano,german
After Surf Sandwich,Breakfast For Brunch,150,0.357,0.63,0.783,0.861,dark,instrumental,piano,study
Floor To Crawl,James Hand,127,0.499,0.64,0.725,4.34e-05,bright,pop vocals,acoustic,honky-tonk
Mary On A Cross,Ghost,130,0.9,0.466,0.000235,0.00104,balanced,pop vocals,guitar,hard-rock
Frosty The Snowman,Ella Fitzgerald,77,0.502,0.579,0.733,0.0,bright,pop vocals,acoustic,blues
Colgando en tus manos (con Marta Sánchez),Carlos Baute;Marta Sánchez,120,0.637,0.836,0.535,0.0,bright,pop vocals,electronic,spanish
Sun Who & 12 Stars - Guess Who Mix,Glenn Underground,120,0.411,0.781,0.112,0.881,bright,instrumental,bass,chicago-house
Cupid Shuffle - Challenge Version,Cupid,72,0.582,0.785,0.191,0.0,bright,pop vocals,electronic,kids
Iluminado,Vander Lee,80,0.613,0.466,0.43,7.06e-05,balanced,pop vocals,bass,mpb
Reuben,Flatt & Scruggs,135,0.685,0.404,0.157,0.35,energetic,pop vocals,bass,bluegrass
Promised Land - Floorplan Paradise Remix,Joe Smooth;Floorplan,125,0.827,0.648,0.00533,0.00474,intense,pop vocals,guitar,chicago-house
Vivo per lei,Andrea Bocelli;Giorgia,136,0.456,0.533,0.703,0.0,dark,pop vocals,acoustic,opera
"Vom Himmel hoch da komm ich her, BWV 769 - Orch. Stravinsky: Choral",Johann Sebastian Bach;Boston Symphony Orchestra;Seiji Ozawa,95,0.0142,0.232,0.996,0.867,dark,instrumental,piano,classical
Belly Dancer,Imanbek;BYOR,122,0.797,0.845,0.0582,5.57e-06,balanced,pop vocals,electronic,electro
Mutters Hände,Ivan Rebroff,80,0.391,0.286,0.509,0.0561,balanced,soft vocals,bass,romance
Debes Saberlo,Almafuerte,160,0.956,0.18,0.000204,2.27e-06,balanced,pop vocals,guitar,heavy-metal
The Beautiful People,Marilyn Manson,144,0.948,0.609,0.00404,0.0978,energetic,pop vocals,guitar,industrial
I Want An Alien For Christmas,Fountains Of Wayne,149,0.802,0.479,0.0117,0.0,balanced,pop vocals,guitar,power-pop
Waterloo,ABBA,147,0.946,0.409,0.235,3.45e-05,energetic,pop vocals,guitar,swedish
An der Theke,Peter Wackel,128,0.97,0.652,0.0123,0.0,energetic,pop vocals,guitar,party
Obsession - Radio Edit,Consoul Trainin;Steven Aderinto;DuoViolins,122,0.83,0.701,0.362,6.77e-05,balanced,pop vocals,electronic,electronic
Zica Vai Lá - Live,Criolo;Emicida,168,0.934,0.374,0.058,0.0,balanced,pop vocals,guitar,afrobeat
Run You,The Qemists,174,0.886,0.342,0.000954,1.19e-05,balanced,pop vocals,guitar,drum-and-bass
Vampires,Godsmack,90,0.843,0.486,7.21e-05,0.682,balanced,instrumental,guitar,metal
Liang,Carta,128,0.934,0.568,9.2e-05,0.786,intense,instrumental,guitar,deep-house
Pink Venom,BLACKPINK,90,0.719,0.794,0.0119,0.0,energetic,pop vocals,electronic,k-pop
Cuando quieras,Guachupé,124,0.653,0.604,0.609,0.0,energetic,pop vocals,acoustic,ska
The Logical Song - Radio Edit [Remastered],Scooter,144,0.938,0.519,0.00103,0.103,balanced,pop vocals,guitar,happy
Car Battery Interrogation,Deterioration,108,0.991,0.24,0.00529,0.118,intense,pop vocals,guitar,grindcore
Nightcall,Kavinsky,91,0.855,0.537,0.00898,0.0109,balanced,pop vocals,guitar,electronic
Stabbing In The Dark,Ice Nine Kills,165,0.943,0.333,0.00123,0.0,intense,pop vocals,guitar,metal
3 Gymnopédies: No. 1 Lent et douloureux,Erik Satie;Alice Sara Ott,76,0.00609,0.448,0.994,0.936,dark,instrumental,piano,classical
Pump It - Radio,Fast Eddie,128,0.708,0.926,0.0016,0.0106,energetic,pop vocals,electronic,chicago-house
I Feel Good,Pink Sweat$,106,0.75,0.803,0.0233,3.87e-05,balanced,pop vocals,electronic,chill
Confidencial,Zé Vaqueiro,156,0.872,0.648,0.349,1.26e-06,energetic,pop vocals,guitar,forro
Wahran - DJ Yo! Amapiano Mix,RANDALL;Dj Yo!,112,0.845,0.711,0.00065,0.624,energetic,pop vocals,electronic,electronic
Last Christmas,Jimmy Eat World,126,0.842,0.532,0.00131,1.2e-06,energetic,pop vocals,guitar,punk
Forever - Live,Kari Jobe,144,0.697,0.268,0.0212,4.58e-06,intense,pop vocals,bass,world-music
Love Story - Version Orchestrale,Indila,96,0.291,0.574,0.758,0.0,dark,soft vocals,acoustic,french
Slipping Through My Fingers,ABBA,137,0.26,0.475,0.796,0.0016,dark,soft vocals,acoustic,swedish
Do You Hear The People Sing?,Aaron Tveit;Eddie Redmayne;Students;Les Misérables Cast,79,0.393,0.385,0.891,0.0,balanced,soft vocals,acoustic,show-tunes
Hawa Banke,Darshan Raval,90,0.598,0.625,0.616,0.0,balanced,pop vocals,acoustic,pop
Feel Good,Syn Cole,124,0.883,0.628,0.168,0.696,intense,instrumental,guitar,deep-house
Slam Dance,Mr. Fingers,126,0.743,0.783,0.000541,0.967,energetic,instrumental,electronic,chicago-house
Puppy,Koo Koo Kanga Roo;Ali Fisch,150,0.745,0.658,0.419,1.89e-06,balanced,pop vocals,bass,kids
say u don't love me anymore,Kina;Boyfifty,130,0.3,0.665,0.771,0.671,dark,instrumental,piano,sad
Last Last,Burna Boy,88,0.565,0.795,0.131,0.0,balanced,pop vocals,electronic,dancehall
"Christmas Oratorio, BWV 248 / Pt. 5 - For the 1st Sunday in the New Year: No. 51 Terzetto: ""Ach, wann wird die Zeit erscheinen?""",Johann Sebastian Bach;Gundula Janowitz;Christa Ludwig;Fritz Wunderlich;Münchener Bach-Orchester;Karl Richter,73,0.243,0.343,0.943,0.0,calm,soft vocals,acoustic,classical
Love is a Laserquest,Arctic Monkeys,170,0.662,0.349,0.00197,0.908,balanced,instrumental,bass,garage
Kembali,Last Child,160,0.824,0.507,0.019,0.0,balanced,pop vocals,guitar,punk-rock
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,109,0.779,0.726,0.0178,0.00178,energetic,pop vocals,electronic,disco
剛好遇見你,Li Yugang,156,0.489,0.582,0.563,0.0,balanced,pop vocals,acoustic,mandopop
ぴらぴろ,BiSH,167,0.995,0.434,0.00169,0.00218,intense,pop vocals,guitar,j-idol
Lily Malone,Riff,128,0.848,0.512,1.8e-05,0.000269,balanced,pop vocals,guitar,heavy-metal
colors of a night,Antennaah,124,0.432,0.788,0.387,0.734,dark,instrumental,bass,study
Me Hiciste un Borracho,Edwin Luna y La Trakalosa de Monterrey,170,0.577,0.547,0.49,0.0,bright,pop vocals,bass,r-n-b
I Want You - Edit,Boris Brejcha;Ginger,125,0.792,0.752,0.00115,0.874,intense,instrumental,electronic,techno
Notion,The Rare Occasions,159,0.883,0.309,0.0673,0.00111,intense,pop vocals,guitar,indie
Tonada Del Viejo Amor,Eduardo Falú,79,0.231,0.456,0.837,0.00206,dark,soft vocals,acoustic,guitar
Run,OneRepublic,117,0.72,0.682,0.321,0.0,balanced,pop vocals,bass,piano
Firefly,When Chai Met Toast,80,0.828,0.533,0.161,0.00242,balanced,pop vocals,guitar,indie-pop
Planet Zero,Shinedown,158,0.964,0.416,2.35e-05,0.000875,intense,pop vocals,guitar,grunge
River Flows In You,Sungha Jung,130,0.23,0.356,0.923,0.801,dark,instrumental,piano,guitar
Sandstorms,Carl Craig,120,0.616,0.552,0.0345,0.94,dark,instrumental,bass,detroit-techno
牛頭角青年,my little airport,129,0.503,0.528,0.0332,0.111,balanced,pop vocals,bass,cantopop
Kangal Irandal,James Vasanthan;Bellie Raj;Deepa Miriam,105,0.452,0.797,0.275,6.45e-05,bright,pop vocals,bass,pop-film
"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán;David Bisbal;Antonio Carmona;Jesse & Joy;Juanes;Malú;Vanesa Martín;India Martinez;Antonio Orozco;Niña Pastori;Laura Pausini;Abel Pintos;Rozalén;Shakira;Tommy Torres;Manuel Carrasco;Pablo López,76,0.536,0.459,0.34,0.0,dark,pop vocals,bass,spanish
What Christmas Means To Me,Stevie Wonder,82,0.614,0.524,0.202,0.0,bright,pop vocals,bass,funk
lovin',Mrs. GREEN APPLE,124,0.94,0.44,0.0362,0.0,energetic,pop vocals,guitar,j-pop
Desfarreou - Ao Vivo,Henrique & Juliano,118,0.563,0.426,0.345,0.0,bright,pop vocals,bass,sertanejo
Superheld,Jebroer;Wesley Klein;Snelle,155,0.775,0.601,0.161,5.08e-05,intense,pop vocals,guitar,hardstyle
Kangna Tera Ni,Lumber,109,0.926,0.846,0.0914,0.0,energetic,pop vocals,electronic,emo
Incerteza - Na Praia / Ao Vivo,Matheus & Kauan,110,0.785,0.569,0.0481,0.0,balanced,pop vocals,guitar,sertanejo
Tu Aisa Kaise Hai?,Osho Jain,112,0.143,0.731,0.843,3e-05,calm,soft vocals,acoustic,songwriter
Close To Me,Ellie Goulding;Diplo;Swae Lee,144,0.75,0.572,0.0946,0.0,balanced,pop vocals,guitar,electro
Sus! Qu'on Se Reveille (Remastered 2014),Traditional;Les Chanteurs de la Vierge,108,0.256,0.428,0.988,0.0,calm,soft vocals,acoustic,sleep
Moth To A Flame (with The Weeknd),Swedish House Mafia;The Weeknd,120,0.659,0.553,0.0027,0.0,intense,pop vocals,bass,house
Sunrise,Our Last Night,75,0.877,0.376,0.00395,4.26e-05,intense,pop vocals,guitar,metalcore
Another Nail In My Heart,Squeeze,149,0.741,0.562,0.214,1.75e-05,energetic,pop vocals,bass,power-pop
Stressed Out,Twenty One Pilots,170,0.637,0.734,0.0462,2.29e-05,balanced,pop vocals,electronic,rock
Embalmed,Autopsy,105,0.894,0.219,3.19e-06,0.238,intense,pop vocals,guitar,grindcore
Five Little Monkeys Jumping on the Bed,CoComelon,120,0.2,0.959,0.8,0.00398,bright,soft vocals,acoustic,children
羅生門,Juno Mak;Kay Tse,140,0.543,0.455,0.436,0.0,dark,pop vocals,bass,cantopop
Letting Go,Tanya Chua,136,0.702,0.536,0.154,1.61e-06,balanced,pop vocals,bass,mandopop
Angel Of Death,Slayer,105,0.995,0.326,9.41e-05,0.386,intense,pop vocals,guitar,death-metal
Spirit of Hardstyle,Noisecontrollers,150,0.92,0.491,0.0287,0.212,intense,pop vocals,guitar,hardstyle
Something in the Orange,Zach Bryan,175,0.192,0.369,0.555,8.35e-06,dark,soft vocals,acoustic,country
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven;Murray Perahia,166,0.00241,0.146,0.995,0.945,dark,instrumental,piano,classical
Demiurge,Meshuggah,113,0.945,0.207,3.26e-05,0.79,intense,instrumental,guitar,death-metal
La Bala,Juanafé,98,0.826,0.6,0.0555,0.0,energetic,pop vocals,guitar,afrobeat
Heyy Babyy(Remix By Akbar Sami),Girl Band,125,0.991,0.652,0.00589,0.0258,energetic,pop vocals,guitar,garage
Black Catcher,Vickeblanka,100,0.892,0.586,0.00079,4.05e-06,energetic,pop vocals,guitar,j-pop
Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,94,0.733,0.601,0.333,1.73e-06,balanced,pop vocals,bass,pop
Beijadamente Calculado - Ao Vivo,Henrique & Juliano,158,0.689,0.632,0.454,0.0,balanced,pop vocals,bass,sertanejo
"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,113,0.728,0.818,0.232,0.0642,energetic,pop vocals,electronic,british
Apologize,OneRepublic,118,0.74,0.596,0.341,2.05e-05,balanced,pop vocals,bass,rock
Never Ending Story,Limahl,123,0.538,0.751,0.0639,0.000101,bright,pop vocals,bass,synth-pop
Sun Will Shine,Robin Schulz;Tom Walker,126,0.714,0.534,0.00633,0.0,balanced,pop vocals,bass,edm
Juggernaut,Alkaline,101,0.794,0.772,0.104,0.0,energetic,pop vocals,electronic,dancehall
Cooler Than Me,Lucky Luke,128,0.716,0.889,0.0595,0.0409,intense,pop vocals,electronic,electronic
This Is Me,Keala Settle;The Greatest Showman Ensemble,192,0.704,0.284,0.00583,0.000115,intense,pop vocals,bass,show-tunes
"Kalinka, Kalinka",Ivan Rebroff,169,0.363,0.265,0.957,0.00083,dark,soft vocals,acoustic,romance
Zitronen Garten,Dieter Huber,77,0.0767,0.435,0.992,0.9,dark,instrumental,piano,guitar
Até Me Emocionei,Criolo,85,0.789,0.772,0.101,0.0,balanced,pop vocals,electronic,afrobeat
Drunk-Dazed,ENHYPEN,133,0.869,0.599,0.000707,0.0,balanced,pop vocals,guitar,anime
Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,120,0.315,0.596,0.961,0.0,calm,soft vocals,acoustic,blues
"You Know My Name - From ""Casino Royale"" Soundtrack",Chris Cornell,138,0.869,0.366,0.0207,0.0,balanced,pop vocals,guitar,grunge
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,123,0.713,0.601,0.0282,0.0,balanced,pop vocals,bass,dance
ホタルノヒカリ,Ikimonogakari,147,0.92,0.566,0.0674,0.0,balanced,pop vocals,guitar,j-pop
Hot in It,Tiësto;Charli XCX,123,0.841,0.748,0.00445,1.33e-06,energetic,pop vocals,electronic,edm
"A State Of Trance (ASOT 1090) - Interview with GXD, Pt. 4",Armin van Buuren,126,0.59,0.696,0.158,2.05e-06,bright,rap vocals,bass,trance
Atur Aku,Burgerkill,100,0.98,0.462,0.00015,0.0278,intense,pop vocals,guitar,death-metal
Citizens,Alice Russell,95,0.277,0.883,0.811,0.00015,calm,soft vocals,acoustic,trip-hop
Orquesta De Animales,Cri-Cri,112,0.379,0.607,0.651,0.0,bright,soft vocals,acoustic,children
Last Dance - Radio Edit,Avicii,128,0.823,0.52,0.000364,0.289,intense,pop vocals,guitar,edm
Ethereal Feel,Ichika Nito,99,0.299,0.388,0.918,0.73,calm,instrumental,piano,guitar
It's a Crime - Caribou Remix,Virgo Four;Caribou,125,0.608,0.85,0.00296,0.848,bright,instrumental,electronic,chicago-house
GOTTI,6ix9ine,162,0.584,0.728,0.0524,0.0,balanced,pop vocals,electronic,emo
Vurgun Yedim,MFÖ,86,0.485,0.399,0.155,9.41e-05,balanced,pop vocals,bass,j-rock
golden hour,JVKE,94,0.593,0.515,0.653,0.162,dark,pop vocals,acoustic,indie
慢冷,Ricky Hsiao,86,0.328,0.289,0.883,0.0,dark,soft vocals,acoustic,mandopop
Bikers Shuffle (Short Version),Big Mucci,124,0.469,0.947,0.00959,0.0,bright,rap vocals,bass,kids
"Moonlight, Mistletoe & You",Keb' Mo';Gerald Albright,97,0.399,0.649,0.184,0.000108,dark,soft vocals,bass,acoustic
Destiny - Edit,Headhunterz,150,0.791,0.567,0.0622,0.0117,intense,pop vocals,guitar,hardstyle
Descending,Lamb of God,93,0.969,0.494,7.94e-05,4.42e-05,intense,pop vocals,guitar,metalcore
Sign,FLOW,178,0.914,0.363,0.00183,0.0,energetic,pop vocals,guitar,j-pop
Es regnet Bier,Peter Wackel,138,0.965,0.633,0.0221,0.0,energetic,pop vocals,guitar,party
La Ilaaj,Arijit Singh,118,0.511,0.568,0.119,0.0,dark,pop vocals,bass,pop-film
Guarisci il mio Cuore,Valerio Castilla,106,0.0749,0.498,0.982,0.925,dark,instrumental,piano,guitar
"Brandenburg Concerto No. 3 in G, BWV 1048: 1. (Allegro)",Johann Sebastian Bach;Berliner Philharmoniker;Herbert von Karajan,84,0.296,0.513,0.99,0.803,bright,instrumental,piano,classical
"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Susan Egan;Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Disney,121,0.471,0.684,0.208,0.0,balanced,pop vocals,bass,show-tunes
He Stopped Loving Her Today,George Jones,72,0.173,0.43,0.594,0.000111,calm,soft vocals,acoustic,honky-tonk
Da Capo - Video Mix,Perplexer,159,0.816,0.591,0.00123,0.895,intense,instrumental,guitar,happy
Hold Me Closer,Elton John;Britney Spears,126,0.75,0.667,0.0746,0.000198,balanced,pop vocals,guitar,piano
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,r-n-b
Stay High - Habits Remix,Tove Lo;Hippie Sabotage,121,0.677,0.736,0.00114,0.844,intense,instrumental,electronic,swedish
A Nightmare On My Street,Cooltime Kids,170,0.746,0.659,0.0928,1.73e-06,energetic,pop vocals,bass,kids
Old MacDonald,CoComelon,200,0.479,0.704,0.292,1.14e-06,bright,pop vocals,bass,children
Santa Claus Is Coming To Town,Bill Evans,92,0.31,0.62,0.672,0.0954,calm,soft vocals,acoustic,piano
Мы в трамвайчике плывём,Sergey Nikitin;Татьяна Никитина,128,0.128,0.679,0.849,1.58e-06,calm,soft vocals,acoustic,romance
Get Money,Junior M.A.F.I.A.,91,0.828,0.736,0.477,0.0,energetic,pop vocals,electronic,hardcore
Nowhere,Clean Bandit;Rita Ora;KYLE,100,0.624,0.794,0.0575,2.08e-06,bright,pop vocals,electronic,funk
Roll Call,Despise You,67,0.948,0.234,3.19e-06,0.011,intense,pop vocals,guitar,grindcore
Hot in It,Tiësto;Charli XCX,123,0.841,0.748,0.00445,1.33e-06,energetic,pop vocals,electronic,trance
Not Sad Anymore,Clara Mae,94,0.523,0.675,0.761,3.17e-06,balanced,pop vocals,acoustic,swedish
CONCRETE JUNGLE,Bad Omens,92,0.841,0.551,0.00102,0.00432,balanced,pop vocals,guitar,metalcore
Apologize,OneRepublic,118,0.74,0.596,0.341,2.05e-05,balanced,pop vocals,bass,piano
I Ain't Worried,OneRepublic,140,0.797,0.704,0.0826,0.000745,energetic,pop vocals,electronic,piano
On Repeat,Robin Schulz;David Guetta,123,0.801,0.609,0.0246,0.00255,intense,pop vocals,guitar,german
"Knowing Me, Knowing You",ABBA,107,0.821,0.511,0.019,6.18e-06,energetic,pop vocals,guitar,swedish
Mich hat ein Engel geküsst,Mickie Krause,133,0.993,0.527,0.109,0.0,balanced,pop vocals,guitar,party
Halloween,Misfits,109,0.937,0.382,0.0172,0.0,intense,pop vocals,guitar,punk
"Mighty Wings - From ""Top Gun"" Original Soundtrack",Cheap Trick,158,0.939,0.465,0.0384,0.0,energetic,pop vocals,guitar,power-pop
Baby Blue - Remastered 2010,Badfinger,124,0.876,0.623,0.0189,0.0134,balanced,pop vocals,guitar,j-rock
Leva tills jag dör (feat. Mikael Wiehe),Lasse Stefanz;Mikael Wiehe,128,0.796,0.633,0.0109,1.49e-05,balanced,pop vocals,guitar,ska
Anye Up,Ed Solo,175,0.866,0.529,7.45e-06,0.936,energetic,instrumental,guitar,breakbeat
Can We Kiss Forever?,Kina;Adriana Proenza,110,0.128,0.522,0.894,0.026,dark,soft vocals,acoustic,sad
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION;Lil Pump;Swae Lee;Maluma,105,0.723,0.703,0.0302,2.06e-06,intense,pop vocals,electronic,emo
A Dança,Legião Urbana,136,0.389,0.759,0.00171,0.00175,bright,soft vocals,bass,mpb
I Was Born To Love You,Ray LaMontagne;Sierra Ferrell,78,0.271,0.65,0.794,6.9e-05,dark,soft vocals,acoustic,acoustic
Turn Down for What,DJ Snake;Lil Jon,100,0.799,0.818,0.00107,0.128,intense,pop vocals,electronic,electronic
Cachaça Cabaré,Os Parazim,83,0.875,0.657,0.497,0.0,energetic,pop vocals,guitar,sertanejo
The Fox (What Does the Fox Say?),Kids Rock Kidz,128,0.694,0.633,0.0152,0.0,intense,pop vocals,bass,kids
All I Ask For,Ill Niño,136,0.919,0.47,3.38e-05,0.111,balanced,pop vocals,guitar,metalcore
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,92,0.682,0.831,0.256,0.0,balanced,pop vocals,electronic,hardcore
Yo Que No Vivo Sin Ti,Angelica Maria,96,0.469,0.386,0.525,0.0,dark,pop vocals,bass,rock-n-roll
Tremble - Studio Version,Mosaic MSC,150,0.552,0.468,0.326,2.55e-06,dark,pop vocals,bass,world-music
Teri Dastaan,Jasleen Royal;Neeraj Rajawat,80,0.266,0.632,0.96,0.00304,dark,soft vocals,acoustic,songwriter
Wake Up!,Brennan Heart;The Prophet,150,0.668,0.632,0.107,0.137,intense,pop vocals,bass,hardstyle
Stronger & Better,Radical Redemption,155,0.915,0.353,0.225,7.61e-05,balanced,pop vocals,guitar,hardstyle
Life is Good on the Open Road,Trampled by Turtles,107,0.376,0.376,0.33,0.000105,balanced,soft vocals,bass,bluegrass
Misery Business,Paramore,173,0.906,0.517,0.00272,9.26e-06,energetic,pop vocals,guitar,punk
Own Cloud,Kyson,139,0.192,0.384,0.903,0.088,dark,soft vocals,acoustic,idm
Happier Than Ever,ASTN,98,0.457,0.667,0.341,0.0,dark,rap vocals,bass,chill
Teach Me How To Wobble,Cupid,95,0.726,0.58,6e-05,2.24e-05,intense,pop vocals,bass,kids
Don't Let the Light Go Out,Panic! At The Disco,118,0.59,0.492,0.00109,0.0023,dark,pop vocals,bass,rock
Tu Amor Me Hace Bien,Marc Anthony,135,0.595,0.61,0.397,0.0,bright,pop vocals,bass,salsa
Silvera,Gojira,137,0.959,0.333,3.19e-06,0.0563,intense,pop vocals,guitar,death-metal
ムーンソング,[Alexandros],134,0.919,0.538,0.00262,0.000175,energetic,pop vocals,guitar,anime
Casa No Campo - Remastered 2021,Elis Regina,120,0.368,0.509,0.317,1.67e-06,dark,soft vocals,bass,samba
Contractors,Greg Warren,84,0.458,0.572,0.794,0.0,bright,rap vocals,acoustic,comedy
Vida Vazia,Desejo de Menina,160,0.804,0.601,0.69,0.0002,energetic,pop vocals,acoustic,forro
Minstrel Boy - Film Verson,Joe Strummer;Scott Shields;Martin Slattery;Richard Flack;Paul Cook;Tymon Murray;Joe Strummer & The Mescaleros,174,0.674,0.351,0.00644,0.419,balanced,pop vocals,bass,ska
Saaye,Turhan James;Maanu,150,0.477,0.622,0.407,2.94e-05,balanced,pop vocals,bass,electronic
Vaqueiro De Profissão,Jair Rodrigues,101,0.587,0.605,0.648,0.0,bright,pop vocals,acoustic,samba
Dream Away,DAY 7,112,0.331,0.657,0.481,0.358,dark,soft vocals,bass,dubstep
